No,Codigo,Descripcion,dai,isc,ispc,isv,nivel,nivel-padre,padre,partida
5172,4818.90.10.00,- - Para uso medicoquirúrgico,0.00,0.00,0.00,0.15,10,3,4818.9,"- - Para uso medicoquirúrgico | - Los demás: | Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
5173,4818.90.90.00,- - Otros,0.15,0.00,0.00,0.15,10,3,4818.9,"- - Otros | - Los demás: | Papel del tipo utilizado para papel higiénico y papeles similares, guata de celulosa o napa de fibras de celulosa, de los tipos utilizados para fines domésticos o sanitarios, en bobinas (rollos) de una anchura inferior o igual a 36 cm o cortados en formato; pañuelos, toallitas para desmaquillar, toallas, manteles, servilletas, sábanas y artículos
similares para uso doméstico, de tocador, higíenico o de hospital, prendas y complementos (accesorios), de vestir, de pasta de papel, papel, guata de celulosa o napa de fibras de celulosa"
5174,4819,"CAJAS, SACOS (BOLSAS), BOLSITAS, CUCURUCHOS (CONOS) Y DEMAS ENVASES DE PAPEL, CARTÓN, GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA; CARTONAJES DE OFICINA, TIENDA O SIMILARES",0.00,0.00,0.00,0.00,1,0,,"Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5175,4819.10.00.00,- Cajas de papel o cartón corrugados,0.10,0.00,0.00,0.15,10,1,4819,"- Cajas de papel o cartón corrugados | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5176,4819.2,"- Cajas y cartonajes, plegables, de papel o cartón, sin corrugar:",0.00,0.00,0.00,0.00,3,1,4819,"- Cajas y cartonajes, plegables, de papel o cartón, sin corrugar: | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5177,4819.20.10.00,"- - Cajas multicapas de cartón, con hojas de plástico y aluminio",0.00,0.00,0.00,0.15,10,3,4819.2,"- - Cajas multicapas de cartón, con hojas de plástico y aluminio | - Cajas y cartonajes, plegables, de papel o cartón, sin corrugar: | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5178,4819.20.20.00,- - Cajas impermeabilizadas con láminas de plástico o con parafina o materias similares,0.10,0.00,0.00,0.15,10,3,4819.2,"- - Cajas impermeabilizadas con láminas de plástico o con parafina o materias similares | - Cajas y cartonajes, plegables, de papel o cartón, sin corrugar: | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5179,4819.20.90.00,- - Otros,0.10,0.00,0.00,0.15,10,3,4819.2,"- - Otros | - Cajas y cartonajes, plegables, de papel o cartón, sin corrugar: | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5180,4819.3,- Sacos (bolsas) con una anchura en la base superior o igual a 40 cm:,0.00,0.00,0.00,0.00,3,1,4819,"- Sacos (bolsas) con una anchura en la base superior o igual a 40 cm: | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5181,4819.30.10.00,"- - Multicapas, de papel Kraft, con hojas de plástico y aluminio",0.00,0.00,0.00,0.15,10,3,4819.3,"- - Multicapas, de papel Kraft, con hojas de plástico y aluminio | - Sacos (bolsas) con una anchura en la base superior o igual a 40 cm: | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5182,4819.30.90.00,- - Otros,0.10,0.00,0.00,0.15,10,3,4819.3,"- - Otros | - Sacos (bolsas) con una anchura en la base superior o igual a 40 cm: | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5183,4819.40.00.00,- Los demás sacos (bolsas); bolsitas y cucuruchos (conos),0.10,0.00,0.00,0.15,10,1,4819,"- Los demás sacos (bolsas); bolsitas y cucuruchos (conos) | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5184,4819.50.00.00,"- Los demás envases, incluidas las fundas para discos",0.10,0.00,0.00,0.15,10,1,4819,"- Los demás envases, incluidas las fundas para discos | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5185,4819.60.00.00,"- Cartonajes de oficina, tienda o similares",0.10,0.00,0.00,0.15,10,1,4819,"- Cartonajes de oficina, tienda o similares | Cajas, sacos (bolsas), bolsitas, cucuruchos (conos) y demas envases de papel, cartón, guata de celulosa o napa de fibras de celulosa; cartonajes de oficina, tienda o similares"
5186,4820,"LIBROS REGISTRO, LIBROS DE CONTABILIDAD, TALONARIOS (DE NOTAS, PEDIDOS O RECIBOS), AGENDAS, BLOQUES MEMORANDOS, BLOQUES DE PAPEL DE CARTAS Y ARTÍCULOS SIMILARES, CUADERNOS, CARPETAS DE MESA, CLASIFICADORES, ENCUADERNACIONES (DE HOJAS MOVILES U OTRAS), CARPETAS Y CUBIERTAS PARA DOCUMENTOS Y DEMÁS ARTÍCULOS ESCOLARES, DE OFICINA O DE PAPELERÍA, INCLUSO LOS FORMULARIOS EN PAQUETES O PLEGADOS (""MANIFOLD""), AUNQUE LLEVEN PAPEL CARBÓN (CARBÓNICO), DE PAPEL O CARTÓN; ÁLBUMES PARA MUESTRAS O PARA COLECCIONES Y CUBIERTAS PARA LIBROS, DE PAPEL O CARTÓN",0.00,0.00,0.00,0.00,1,0,,"Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas moviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón"
5187,4820.10.00.00,"- Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), bloques memorandos, bloques de papel de cartas, agendas y artículos similares",0.15,0.00,0.00,0.15,10,1,4820,"- Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), bloques memorandos, bloques de papel de cartas, agendas y artículos similares | Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas moviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón"
5188,4820.20.00.00,- Cuadernos,0.00,0.00,0.00,0.00,10,1,4820,"- Cuadernos | Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas moviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón"
5189,4820.30.00.00,"- Clasificadores, encuadernaciones (excepto las cubiertas para libros), carpetas y cubiertas para documentos",0.15,0.00,0.00,0.15,10,1,4820,"- Clasificadores, encuadernaciones (excepto las cubiertas para libros), carpetas y cubiertas para documentos | Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas moviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón"
5190,4820.40.00.00,"- Formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico)",0.15,0.00,0.00,0.15,10,1,4820,"- Formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico) | Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas moviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón"
5191,4820.50.00.00,- Álbumes para muestras o para colecciones,0.15,0.00,0.00,0.15,10,1,4820,"- Álbumes para muestras o para colecciones | Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas moviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón"
5192,4820.90.00.00,- Los demás,0.15,0.00,0.00,0.15,10,1,4820,"- Los demás | Libros registro, libros de contabilidad, talonarios (de notas, pedidos o recibos), agendas, bloques memorandos, bloques de papel de cartas y artículos similares, cuadernos, carpetas de mesa, clasificadores, encuadernaciones (de hojas moviles u otras), carpetas y cubiertas para documentos y demás artículos escolares, de oficina o de papelería, incluso los formularios en paquetes o plegados (""manifold""), aunque lleven papel carbón (carbónico), de papel o cartón; álbumes para muestras o para colecciones y cubiertas para libros, de papel o cartón"
5193,4821,"ETIQUETAS DE TODAS CLASES, DE PAPEL O CARTÓN, INCLUSO IMPRESAS",0.00,0.00,0.00,0.00,1,0,,"Etiquetas de todas clases, de papel o cartón, incluso impresas"
5194,4821.10.00.00,- Impresas,0.15,0.00,0.00,0.15,10,1,4821,"- Impresas | Etiquetas de todas clases, de papel o cartón, incluso impresas"
5195,4821.90.00.00,- Las demás,0.15,0.00,0.00,0.15,10,1,4821,"- Las demás | Etiquetas de todas clases, de papel o cartón, incluso impresas"
5196,4822,"CARRETES, BOBINAS, CANILLAS Y SOPORTES SIMILARES, DE PASTA DE PAPEL, PAPEL O CARTÓN, INCLUSO PERFORADOS O ENDURECIDOS",0.00,0.00,0.00,0.00,1,0,,"Carretes, bobinas, canillas y soportes similares, de pasta de papel, papel o cartón, incluso perforados o endurecidos"
5197,4822.10.00.00,- De los tipos utilizados para el bobinado de hilados textiles,0.00,0.00,0.00,0.15,10,1,4822,"- De los tipos utilizados para el bobinado de hilados textiles | Carretes, bobinas, canillas y soportes similares, de pasta de papel, papel o cartón, incluso perforados o endurecidos"
5198,4822.90.00.00,- Los demás,0.00,0.00,0.00,0.15,10,1,4822,"- Los demás | Carretes, bobinas, canillas y soportes similares, de pasta de papel, papel o cartón, incluso perforados o endurecidos"
5199,4823,"LOS DEMÁS PAPELES, CARTONES, GUATA DE CELULOSA Y NAPA DE FIBRAS DE CELULOSA, CORTADOS EN FORMATO; LOS DEMÁS ARTÍCULOS DE PASTA DE PAPEL, PAPEL, CARTÓN, GUATA DE CELULOSA O NAPA DE FIBRAS DE CELULOSA",0.00,0.00,0.00,0.00,1,0,,"Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa"
5200,4823.20.00.00,- Papel y cartón filtro,0.00,0.00,0.00,0.15,10,1,4823,"- Papel y cartón filtro | Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa"
5201,4823.40.00.00,"- Papel diagrama para aparatos registradores, en bobinas (rollos), hojas o discos",0.00,0.00,0.00,0.15,10,1,4823,"- Papel diagrama para aparatos registradores, en bobinas (rollos), hojas o discos | Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa"
5202,4823.6,"- Bandejas, fuentes, platos, tazas, vasos y artículos similares, de papel o cartón:",0.00,0.00,0.00,0.00,3,1,4823,"- Bandejas, fuentes, platos, tazas, vasos y artículos similares, de papel o cartón: | Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa"
5203,4823.61.00.00,- - De bambú,0.15,0.00,0.00,0.15,10,3,4823.6,"- - De bambú | - Bandejas, fuentes, platos, tazas, vasos y artículos similares, de papel o cartón: | Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa"
5204,4823.69.00.00,- - Los demás,0.15,0.00,0.00,0.15,10,3,4823.6,"- - Los demás | - Bandejas, fuentes, platos, tazas, vasos y artículos similares, de papel o cartón: | Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa"
5205,4823.7,"- Artículos moldeados o prensados, de pasta de papel:",0.00,0.00,0.00,0.00,3,1,4823,"- Artículos moldeados o prensados, de pasta de papel: | Los demás papeles, cartones, guata de celulosa y napa de fibras de celulosa, cortados en formato; los demás artículos de pasta de papel, papel, cartón, guata de celulosa o napa de fibras de celulosa"
